slug,symbol,name,date,ranknow,open,high,low,close,volume,market_price,close_ratio,spread
bitcoin,BTC,Bitcoin,7/31/2013,1,107.95,111.34,103.88,106.09,0,1218777834,0.2962,7.46
bitcoin,BTC,Bitcoin,8/1/2013,1,106.21,108,103.01,104,0,1195225200,0.1984,4.99
bitcoin,BTC,Bitcoin,8/2/2013,1,104.86,108,101.21,104.5,0,1201487185,0.4845,6.79
bitcoin,BTC,Bitcoin,8/3/2013,1,104.5,105.78,102,104,0,1196226508,0.5291,3.78
bitcoin,BTC,Bitcoin,8/4/2013,1,104.95,105.95,103.52,105.14,0,1209797378,0.6667,2.43
bitcoin,BTC,Bitcoin,8/5/2013,1,105.12,107.77,105,106.22,0,1222677176,0.4404,2.77
bitcoin,BTC,Bitcoin,8/6/2013,1,106.72,107.38,105.56,106.75,0,1229098150,0.6538,1.82
bitcoin,BTC,Bitcoin,8/7/2013,1,106.75,106.75,106.75,106.75,0,1229098150,0,0
bitcoin,BTC,Bitcoin,8/8/2013,1,106.75,106.75,101.26,103,0,1187105900,0.3169,5.49
bitcoin,BTC,Bitcoin,8/9/2013,1,103.07,105.75,101.93,102.8,0,1185307130,0.2277,3.82
bitcoin,BTC,Bitcoin,8/10/2013,1,102.8,103.9,102.41,103,0,1188153925,0.396,1.49
bitcoin,BTC,Bitcoin,8/11/2013,1,103,105.19,102.75,105,0,1211789250,0.9221,2.44
bitcoin,BTC,Bitcoin,8/12/2013,1,105,108,103.5,106.64,0,1231248581,0.6978,4.5
bitcoin,BTC,Bitcoin,8/13/2013,1,106.99,109.35,104.65,109,0,1259042650,0.9255,4.7
bitcoin,BTC,Bitcoin,8/14/2013,1,109.56,115,108,112.56,0,1300656724,0.6514,7
bitcoin,BTC,Bitcoin,8/15/2013,1,112.56,113.25,109,109.99,0,1271404657,0.2329,4.25
bitcoin,BTC,Bitcoin,8/16/2013,1,110,112.3,108.52,108.99,0,1260352119,0.1243,3.78
bitcoin,BTC,Bitcoin,8/17/2013,1,108.99,113.75,108.22,113.5,0,1312996375,0.9548,5.53
bitcoin,BTC,Bitcoin,8/18/2013,1,112.75,114.69,112,113.5,0,1313544013,0.5576,2.69
bitcoin,BTC,Bitcoin,8/19/2013,1,113.38,123.06,111.77,119,0,1377725475,0.6404,11.29
bitcoin,BTC,Bitcoin,8/20/2013,1,119,123.01,117.51,121.21,0,1403829641,0.6727,5.5
bitcoin,BTC,Bitcoin,8/21/2013,1,121.21,124.91,119.68,123.3,0,1428698678,0.6922,5.23
bitcoin,BTC,Bitcoin,8/22/2013,1,123.3,123.5,120.6,121.15,0,1404437433,0.1897,2.9
bitcoin,BTC,Bitcoin,8/23/2013,1,122,122,118.44,118.5,0,1374309422,0.0169,3.56
bitcoin,BTC,Bitcoin,8/24/2013,1,118.51,121.39,118.02,120.04,0,1392768092,0.5994,3.37
bitcoin,BTC,Bitcoin,8/25/2013,1,119.6,122.99,119.17,122.11,0,1417198897,0.7696,3.82
bitcoin,BTC,Bitcoin,8/26/2013,1,122.11,122.75,119.93,120.06,0,1393847159,0.0461,2.82
bitcoin,BTC,Bitcoin,8/27/2013,1,120.07,127.24,120.07,126.5,0,1469193138,0.8968,7.17
bitcoin,BTC,Bitcoin,8/28/2013,1,126.48,127.32,122.62,122.62,0,1424675798,0,4.7
bitcoin,BTC,Bitcoin,8/29/2013,1,122.62,123.7,122.21,122.39,0,1422584866,0.1208,1.49
bitcoin,BTC,Bitcoin,8/30/2013,1,122.35,135.75,120.99,133.49,0,1552288465,0.8469,14.76
bitcoin,BTC,Bitcoin,8/31/2013,1,133.09,140.89,132.72,135.35,0,1574672051,0.3219,8.17
bitcoin,BTC,Bitcoin,9/1/2013,1,135.14,145.81,134.81,138.34,0,1610215347,0.3209,11
bitcoin,BTC,Bitcoin,9/2/2013,1,138.63,146.5,134.89,135.85,0,1581969854,0.0827,11.61
bitcoin,BTC,Bitcoin,9/3/2013,1,135.61,138.34,133,136.77,0,1593346565,0.706,5.34
bitcoin,BTC,Bitcoin,9/4/2013,1,136.53,144.5,123.61,126.74,0,1477012118,0.1498,20.89
bitcoin,BTC,Bitcoin,9/5/2013,1,126.76,131.44,121.83,126.43,0,1473965191,0.4787,9.61
bitcoin,BTC,Bitcoin,9/6/2013,1,126.49,127.34,119.15,119.15,0,1389646450,0,8.19
bitcoin,BTC,Bitcoin,9/7/2013,1,118.89,125.94,118.46,124.15,0,1448411494,0.7607,7.48
bitcoin,BTC,Bitcoin,9/8/2013,1,124.13,124.72,120.49,121.66,0,1419836072,0.2766,4.23
bitcoin,BTC,Bitcoin,9/9/2013,1,121.86,129.06,119.75,127.11,0,1484085516,0.7905,9.31
bitcoin,BTC,Bitcoin,9/10/2013,1,127.27,129.74,125.9,125.91,0,1470679164,0.0026,3.84
bitcoin,BTC,Bitcoin,9/11/2013,1,125.89,137.83,123.27,135.25,0,1580450350,0.8228,14.56
bitcoin,BTC,Bitcoin,9/12/2013,1,135.55,136.08,131.81,133.13,0,1556386219,0.3091,4.27
bitcoin,BTC,Bitcoin,9/13/2013,1,132.83,137.58,132.27,134.98,0,1578699084,0.5104,5.31
bitcoin,BTC,Bitcoin,9/14/2013,1,135.01,135.85,128.87,129.22,0,1512038756,0.0501,6.98
bitcoin,BTC,Bitcoin,9/15/2013,1,129.4,131.44,128.26,130.37,0,1526085146,0.6635,3.18
bitcoin,BTC,Bitcoin,9/16/2013,1,130.86,132.72,129.77,131.72,0,1542395098,0.661,2.95
bitcoin,BTC,Bitcoin,9/17/2013,1,131.59,132.76,124.89,131.66,0,1542278406,0.8602,7.87
bitcoin,BTC,Bitcoin,9/18/2013,1,131.71,133.2,130.54,131.47,0,1540598328,0.3496,2.66
bitcoin,BTC,Bitcoin,9/19/2013,1,131.37,131.77,128.45,129.65,0,1519883709,0.3614,3.32
bitcoin,BTC,Bitcoin,9/20/2013,1,129.7,135.62,126.68,127.04,0,1489921944,0.0403,8.94
bitcoin,BTC,Bitcoin,9/21/2013,1,126.95,128.61,126.24,127.43,0,1495101147,0.5021,2.37
bitcoin,BTC,Bitcoin,9/22/2013,1,127.87,133.94,126.59,129.12,0,1515584736,0.3442,7.35
bitcoin,BTC,Bitcoin,9/23/2013,1,128.98,132.73,125.66,125.95,0,1479037148,0.041,7.07
bitcoin,BTC,Bitcoin,9/24/2013,1,126.05,127.46,125.39,127.25,0,1494974356,0.8986,2.07
bitcoin,BTC,Bitcoin,9/25/2013,1,127.38,129.69,127.33,128.22,0,1507033770,0.3771,2.36
bitcoin,BTC,Bitcoin,9/26/2013,1,128.21,134.93,127.32,128.38,0,1509434269,0.1393,7.61
bitcoin,BTC,Bitcoin,9/27/2013,1,128.94,134.74,128.49,133.78,0,1573520360,0.8464,6.25
bitcoin,BTC,Bitcoin,9/28/2013,1,133.77,135.63,132.56,134.78,0,1585878762,0.7231,3.07
bitcoin,BTC,Bitcoin,9/29/2013,1,134.9,140.61,134.71,137.34,0,1616584505,0.4458,5.9
bitcoin,BTC,Bitcoin,9/30/2013,1,137.15,138.35,130.27,133,0,1566038425,0.3379,8.08
bitcoin,BTC,Bitcoin,10/1/2013,1,132.68,134.63,131.55,132.18,0,1557001092,0.2045,3.08
bitcoin,BTC,Bitcoin,10/2/2013,1,132.05,133.59,102.25,114.13,0,1344930746,0.3791,31.34
bitcoin,BTC,Bitcoin,10/3/2013,1,114.45,123.63,111.82,123.63,0,1457492615,1,11.81
bitcoin,BTC,Bitcoin,10/4/2013,1,123.41,130.09,123.41,129.01,0,1521498787,0.8383,6.68
bitcoin,BTC,Bitcoin,10/5/2013,1,128.63,130.44,128.03,128.55,0,1516777519,0.2158,2.41
bitcoin,BTC,Bitcoin,10/6/2013,1,128.36,129.66,126.15,129,0,1522686975,0.812,3.51
bitcoin,BTC,Bitcoin,10/7/2013,1,129.43,130.27,126.36,126.94,0,1498859918,0.1483,3.91
bitcoin,BTC,Bitcoin,10/8/2013,1,126.74,127.47,124.71,126,0,1488277350,0.4674,2.76
bitcoin,BTC,Bitcoin,10/9/2013,1,125.85,131.75,125.58,130.69,0,1544249376,0.8282,6.17
bitcoin,BTC,Bitcoin,10/10/2013,1,130.67,131.5,129.26,130.59,0,1543701125,0.5938,2.24
bitcoin,BTC,Bitcoin,10/11/2013,1,130.75,131.81,129.64,130.9,0,1547971040,0.5806,2.17
bitcoin,BTC,Bitcoin,10/12/2013,1,130.9,135.66,130.56,135.19,0,1599426131,0.9078,5.1
bitcoin,BTC,Bitcoin,10/13/2013,1,135.19,138.66,134.55,138.13,0,1634968839,0.871,4.11
bitcoin,BTC,Bitcoin,10/14/2013,1,139.27,144.12,138.9,140.52,0,1664129178,0.3103,5.22
bitcoin,BTC,Bitcoin,10/15/2013,1,140.77,145.39,139.13,145.24,0,1720981439,0.976,6.26
bitcoin,BTC,Bitcoin,10/16/2013,1,145.65,152.23,142.43,142.55,0,1689851848,0.0122,9.8
bitcoin,BTC,Bitcoin,10/17/2013,1,142.41,147.42,142.41,146.25,0,1734327563,0.7665,5.01
bitcoin,BTC,Bitcoin,10/18/2013,1,146.37,155.96,145.57,155.96,0,1850219763,1,10.39
bitcoin,BTC,Bitcoin,10/19/2013,1,155.91,177.48,155.7,172.42,0,2046457291,0.7677,21.78
bitcoin,BTC,Bitcoin,10/20/2013,1,171.66,174.91,168.95,174.61,0,2073319140,0.9497,5.96
bitcoin,BTC,Bitcoin,10/21/2013,1,174.8,184.82,174.8,182.21,0,2164518143,0.7395,10.02
bitcoin,BTC,Bitcoin,10/22/2013,1,182.65,196.27,182.65,193.76,0,2302910260,0.8157,13.62
bitcoin,BTC,Bitcoin,10/23/2013,1,193.36,213.62,192.38,213.62,0,2540139399,1,21.24
bitcoin,BTC,Bitcoin,10/24/2013,1,214.3,217.42,168.52,198.23,0,2358198593,0.6076,48.9
bitcoin,BTC,Bitcoin,10/25/2013,1,197.69,198.87,168.5,186.69,0,2222012384,0.5989,30.37
bitcoin,BTC,Bitcoin,10/26/2013,1,187.45,188.41,175.75,177.32,0,2111296044,0.124,12.66
bitcoin,BTC,Bitcoin,10/27/2013,1,176.6,196.44,176.6,196.44,0,2339831217,1,19.84
bitcoin,BTC,Bitcoin,10/28/2013,1,196.21,198.62,192.06,198.55,0,2365837416,0.9893,6.56
bitcoin,BTC,Bitcoin,10/29/2013,1,198.55,204.79,198.55,204.39,0,2436241934,0.9359,6.24
bitcoin,BTC,Bitcoin,10/30/2013,1,204.39,209.16,199.97,199.97,0,2384492273,0,9.19
bitcoin,BTC,Bitcoin,10/31/2013,1,199.83,205.18,198.85,204,0,2433658800,0.8136,6.33
bitcoin,BTC,Bitcoin,11/1/2013,1,203.9,206.65,202.13,206.18,0,2460742837,0.896,4.52
bitcoin,BTC,Bitcoin,11/2/2013,1,205.81,207.76,201.65,206.22,0,2462261645,0.748,6.11
bitcoin,BTC,Bitcoin,11/3/2013,1,205.99,215.05,203.99,215.05,0,2568713111,1,11.06
bitcoin,BTC,Bitcoin,11/4/2013,1,214.66,231.01,213.94,229.1,0,2737659088,0.8881,17.07
bitcoin,BTC,Bitcoin,11/5/2013,1,229.21,250.66,226.22,245.24,0,2931598960,0.7782,24.44
bitcoin,BTC,Bitcoin,11/6/2013,1,244.78,263,244.78,262.5,0,3138994688,0.9726,18.22
bitcoin,BTC,Bitcoin,11/7/2013,1,261.68,304.17,261.55,296.41,0,3545560087,0.8179,42.62
bitcoin,BTC,Bitcoin,11/8/2013,1,297.85,338.66,296.93,338.11,0,4045494603,0.9868,41.73
bitcoin,BTC,Bitcoin,11/9/2013,1,338.58,370.82,319.71,339.11,0,4058705857,0.3796,51.11
bitcoin,BTC,Bitcoin,11/10/2013,1,348.82,350.7,277.24,326.62,0,3910613095,0.6722,73.46
bitcoin,BTC,Bitcoin,11/11/2013,1,325.41,351.27,311.78,342.44,0,4101635027,0.7764,39.49
bitcoin,BTC,Bitcoin,11/12/2013,1,343.06,362.81,342.8,360.33,0,4317726291,0.8761,20.01
bitcoin,BTC,Bitcoin,11/13/2013,1,360.97,414.05,359.8,407.37,0,4883103453,0.8769,54.25
bitcoin,BTC,Bitcoin,11/14/2013,1,406.41,425.9,395.19,420.2,0,5038817795,0.8144,30.71
bitcoin,BTC,Bitcoin,11/15/2013,1,419.41,437.89,396.11,417.95,0,5013561020,0.5227,41.78
bitcoin,BTC,Bitcoin,11/16/2013,1,417.28,450.26,415.57,440.22,0,5282849105,0.7106,34.69
bitcoin,BTC,Bitcoin,11/17/2013,1,440.96,500.58,440.24,492.11,0,5907842064,0.8596,60.34
bitcoin,BTC,Bitcoin,11/18/2013,1,496.58,703.78,494.94,703.56,0,8449069629,0.9989,208.84
bitcoin,BTC,Bitcoin,11/19/2013,1,712.76,806.11,456.39,584.61,0,7022949161,0.3666,349.72
bitcoin,BTC,Bitcoin,11/20/2013,1,577.98,599.65,448.45,590.83,0,7100077964,0.9417,151.2
bitcoin,BTC,Bitcoin,11/21/2013,1,594.32,733.4,577.29,722.43,0,8684240726,0.9297,156.11
bitcoin,BTC,Bitcoin,11/22/2013,1,724.07,780.85,668.13,771.44,0,9276681716,0.9165,112.72
bitcoin,BTC,Bitcoin,11/23/2013,1,771.7,844.97,771.7,797.82,0,9597335799,0.3565,73.27
bitcoin,BTC,Bitcoin,11/24/2013,1,795.63,807.36,722.87,774.25,0,9317034156,0.6081,84.49
bitcoin,BTC,Bitcoin,11/25/2013,1,773.02,810.68,754.43,799.11,0,9619646225,0.7943,56.25
bitcoin,BTC,Bitcoin,11/26/2013,1,805.73,928.54,800.8,928.1,0,11176110593,0.9966,127.74
bitcoin,BTC,Bitcoin,11/27/2013,1,923.85,1001.96,891.68,1001.96,0,12069885699,1,110.28
bitcoin,BTC,Bitcoin,11/28/2013,1,1003.38,1077.56,962.17,1031.95,0,12435823060,0.6047,115.39
bitcoin,BTC,Bitcoin,11/29/2013,1,1042.01,1146.97,1000.64,1131.97,0,13646039846,0.8975,146.33
bitcoin,BTC,Bitcoin,11/30/2013,1,1129.37,1156.14,1106.61,1129.43,0,13620389321,0.4607,49.53
bitcoin,BTC,Bitcoin,12/1/2013,1,1128.92,1133.08,801.82,955.85,0,11531708948,0.465,331.26
bitcoin,BTC,Bitcoin,12/2/2013,1,951.42,1055.42,938.41,1043.33,0,12591271606,0.8967,117.01
bitcoin,BTC,Bitcoin,12/3/2013,1,1046.4,1096,1011.21,1078.28,0,13018451838,0.791,84.79
bitcoin,BTC,Bitcoin,12/4/2013,1,1077.58,1156.12,1070.16,1151.17,0,13903428351,0.9424,85.96
bitcoin,BTC,Bitcoin,12/5/2013,1,1152.73,1154.36,897.11,1045.11,0,12626914509,0.5753,257.25
bitcoin,BTC,Bitcoin,12/6/2013,1,1042.38,1042.38,829.45,829.45,0,10025645095,0,212.93
bitcoin,BTC,Bitcoin,12/7/2013,1,835.32,854.64,640.22,698.23,0,8442962249,0.2705,214.42
bitcoin,BTC,Bitcoin,12/8/2013,1,697.31,802.51,670.88,795.87,0,9627500113,0.9496,131.63
bitcoin,BTC,Bitcoin,12/9/2013,1,793.8,921.93,780.9,893.19,0,10808715488,0.7962,141.03
bitcoin,BTC,Bitcoin,12/10/2013,1,892.32,997.23,892.32,988.51,0,11966951486,0.9169,104.91
bitcoin,BTC,Bitcoin,12/11/2013,1,989.07,1001.58,834.23,878.48,0,10638546534,0.2644,167.35
bitcoin,BTC,Bitcoin,12/12/2013,1,882.78,901.94,844.95,873.26,0,10578889955,0.4968,56.99
bitcoin,BTC,Bitcoin,12/13/2013,1,874.98,941.79,860.05,892.58,0,10816819988,0.398,81.74
bitcoin,BTC,Bitcoin,12/14/2013,1,899.85,904.65,858.36,872.6,0,10578987915,0.3076,46.29
bitcoin,BTC,Bitcoin,12/15/2013,1,875.29,886.16,825,876.12,0,10625517651,0.8358,61.16
bitcoin,BTC,Bitcoin,12/16/2013,1,880.33,882.25,668.25,705.97,0,8565534010,0.1763,214
bitcoin,BTC,Bitcoin,12/17/2013,1,706.37,754.83,630.88,682.12,0,8279623719,0.4134,123.95
bitcoin,BTC,Bitcoin,12/18/2013,1,678.2,679.32,420.51,522.7,0,6347159168,0.3948,258.81
bitcoin,BTC,Bitcoin,12/19/2013,1,519.06,707.23,502.89,691.96,0,8406397153,0.9253,204.34
bitcoin,BTC,Bitcoin,12/20/2013,1,694.22,729.16,595.33,625.32,0,7599576492,0.2241,133.83
bitcoin,BTC,Bitcoin,12/21/2013,1,619.9,654.27,579.17,605.66,0,7363114611,0.3527,75.1
bitcoin,BTC,Bitcoin,12/22/2013,1,601.78,666.74,585.64,617.18,0,7505757423,0.3889,81.1
bitcoin,BTC,Bitcoin,12/23/2013,1,613.06,680.91,611.04,673.41,0,8192487202,0.8927,69.87
bitcoin,BTC,Bitcoin,12/24/2013,1,672.36,684.39,645.71,665.58,0,8100042042,0.5137,38.68
bitcoin,BTC,Bitcoin,12/25/2013,1,666.31,682.7,649.48,682.21,0,8305173374,0.9852,33.22
bitcoin,BTC,Bitcoin,12/26/2013,1,683.94,777.75,683.94,761.98,0,9279735331,0.8319,93.81
bitcoin,BTC,Bitcoin,12/27/2013,1,763.28,777.51,713.6,735.07,46862700,8955394564,0.3359,63.91
bitcoin,BTC,Bitcoin,12/28/2013,1,737.98,747.06,705.35,727.83,32505800,8869918644,0.539,41.71
bitcoin,BTC,Bitcoin,12/29/2013,1,728.05,748.61,714.44,745.05,19011300,9082103621,0.8958,34.17
bitcoin,BTC,Bitcoin,12/30/2013,1,741.35,766.6,740.24,756.13,20707700,9217167990,0.6028,26.36
bitcoin,BTC,Bitcoin,12/31/2013,1,760.32,760.58,738.17,754.01,20897300,9191325349,0.7068,22.41
bitcoin,BTC,Bitcoin,1/1/2014,1,754.97,775.35,754.97,771.4,22489400,9403308145,0.8062,20.38
bitcoin,BTC,Bitcoin,1/2/2014,1,773.44,820.31,767.21,802.39,38489500,9781073921,0.6625,53.1
bitcoin,BTC,Bitcoin,1/3/2014,1,802.85,834.15,789.12,818.72,37810100,9980135396,0.6573,45.03
bitcoin,BTC,Bitcoin,1/4/2014,1,823.27,859.51,801.67,859.51,38005000,10477362437,1,57.84
bitcoin,BTC,Bitcoin,1/5/2014,1,858.55,952.4,854.52,933.53,72898496,11379660685,0.8072,97.88
bitcoin,BTC,Bitcoin,1/6/2014,1,936.05,1017.12,905.71,953.29,85565696,11620533603,0.4271,111.41
bitcoin,BTC,Bitcoin,1/7/2014,1,946.49,965.74,802,802,81311696,9808299600,0,163.74
bitcoin,BTC,Bitcoin,1/8/2014,1,795.99,870.68,776.18,842.72,74175600,10310363180,0.7041,94.5
bitcoin,BTC,Bitcoin,1/9/2014,1,841.47,864.36,804.14,846.86,59998600,10365397028,0.7094,60.22
bitcoin,BTC,Bitcoin,1/10/2014,1,846.69,871.19,822.6,868.48,31876800,10634081648,0.9442,48.59
bitcoin,BTC,Bitcoin,1/11/2014,1,867.32,921.48,861.72,913.95,44754200,11195636164,0.874,59.76
bitcoin,BTC,Bitcoin,1/12/2014,1,919.6,928.52,851.17,863.22,39623500,10578653198,0.1558,77.35
bitcoin,BTC,Bitcoin,1/13/2014,1,860.19,861.29,806.05,841.2,45580900,10312375950,0.6363,55.24
bitcoin,BTC,Bitcoin,1/14/2014,1,843.17,855.69,825.66,833.27,20829800,10218535832,0.2534,30.03
bitcoin,BTC,Bitcoin,1/15/2014,1,833.12,872.81,830.86,860.9,28107200,10561305975,0.7161,41.95
bitcoin,BTC,Bitcoin,1/16/2014,1,860.29,866.16,835.63,835.63,19149300,10255185612,0,30.53
bitcoin,BTC,Bitcoin,1/17/2014,1,834.49,842.91,797.63,814.64,39031700,10000663202,0.3757,45.28
bitcoin,BTC,Bitcoin,1/18/2014,1,816.07,841.49,816.07,840,18052700,10315662000,0.9414,25.42
bitcoin,BTC,Bitcoin,1/19/2014,1,839.66,870.96,825.53,870.96,24365700,10699504086,1,45.43
bitcoin,BTC,Bitcoin,1/20/2014,1,871.39,886.39,853.87,870.2,27652700,10694453430,0.5022,32.52
bitcoin,BTC,Bitcoin,1/21/2014,1,869.65,881.2,855.93,863.91,18997300,10620283205,0.3158,25.27
bitcoin,BTC,Bitcoin,1/22/2014,1,867.21,870.15,837.36,845.59,18453700,10399573174,0.251,32.79
bitcoin,BTC,Bitcoin,1/23/2014,1,845.46,851.57,819.32,822.04,15607100,10113558120,0.0843,32.25
bitcoin,BTC,Bitcoin,1/24/2014,1,822.43,822.43,783.58,797.07,34912000,9810138293,0.3472,38.85
bitcoin,BTC,Bitcoin,1/25/2014,1,796.24,861.45,792.96,853.61,24303900,10509539619,0.8855,68.49
bitcoin,BTC,Bitcoin,1/26/2014,1,853.68,897.02,844.86,885.28,32224300,10902798632,0.7749,52.16
bitcoin,BTC,Bitcoin,1/27/2014,1,884.6,893,757.11,771.39,49233600,9503544085,0.1051,135.89
bitcoin,BTC,Bitcoin,1/28/2014,1,774.02,832.5,766.98,812.51,44875500,10013251364,0.6949,65.52
bitcoin,BTC,Bitcoin,1/29/2014,1,809.96,836.87,809.85,826,17984400,10182659550,0.5977,27.02
bitcoin,BTC,Bitcoin,1/30/2014,1,826.02,830.5,799.06,819.03,29918200,10100339387,0.6352,31.44
bitcoin,BTC,Bitcoin,1/31/2014,1,818.43,831.87,812.6,829.92,17107900,10238411820,0.8988,19.27
bitcoin,BTC,Bitcoin,2/1/2014,1,828.61,853.52,827.11,832.58,19668700,10275202812,0.2071,26.41
bitcoin,BTC,Bitcoin,2/2/2014,1,832.9,844.72,820.67,825.37,11300900,10190038654,0.1954,24.05
bitcoin,BTC,Bitcoin,2/3/2014,1,824.08,826.48,807.22,823.83,13940100,10174774202,0.8624,19.26
bitcoin,BTC,Bitcoin,2/4/2014,1,823.77,840.17,820.94,827.96,16609700,10229342305,0.3651,19.23
bitcoin,BTC,Bitcoin,2/5/2014,1,829.96,837.32,811.91,811.91,22395100,10034436286,0,25.41
bitcoin,BTC,Bitcoin,2/6/2014,1,815.59,819.81,770.59,781.55,50108700,9662791119,0.2227,49.22
bitcoin,BTC,Bitcoin,2/7/2014,1,783.2,783.2,654.35,712.4,113643000,8810607000,0.4505,128.85
bitcoin,BTC,Bitcoin,2/8/2014,1,699.57,721.82,661.87,673.92,38742600,8337738240,0.201,59.95
bitcoin,BTC,Bitcoin,2/9/2014,1,671.46,712.27,655.25,682.9,39311400,8451228950,0.4849,57.02
bitcoin,BTC,Bitcoin,2/10/2014,1,681.32,703.71,550.5,681.03,112758000,8430742782,0.852,153.21
bitcoin,BTC,Bitcoin,2/11/2014,1,683.5,712.46,636.66,672.17,72745200,8323817195,0.4685,75.8
bitcoin,BTC,Bitcoin,2/12/2014,1,672.38,672.9,643.04,651.72,25367600,8073458481,0.2907,29.86
bitcoin,BTC,Bitcoin,2/13/2014,1,651.08,657.99,601.91,605.24,38588100,7500376176,0.0594,56.08
bitcoin,BTC,Bitcoin,2/14/2014,1,601.17,691.72,541.04,661.99,102506000,8206805878,0.8027,150.68
bitcoin,BTC,Bitcoin,2/15/2014,1,660.9,661.84,632.84,650.92,26709200,8072579656,0.6234,29
bitcoin,BTC,Bitcoin,2/16/2014,1,651.3,665.1,584.17,616.63,40061700,7650358837,0.4011,80.93
bitcoin,BTC,Bitcoin,2/17/2014,1,614.23,656.95,607.31,626.27,31948400,7772386462,0.382,49.64
bitcoin,BTC,Bitcoin,2/18/2014,1,627.16,645.76,612.54,626.6,20015100,7779035355,0.4232,33.22
bitcoin,BTC,Bitcoin,2/19/2014,1,625.97,631.77,618.7,623.03,13897800,7737830115,0.3313,13.07
bitcoin,BTC,Bitcoin,2/20/2014,1,623.09,627.73,556.14,556.14,46905000,6909538974,0,71.59
bitcoin,BTC,Bitcoin,2/21/2014,1,556.88,582.96,530.47,574.16,47308100,7135603064,0.8323,52.49
bitcoin,BTC,Bitcoin,2/22/2014,1,574.24,614.48,558.58,605.42,31254000,7526808473,0.8379,55.9
bitcoin,BTC,Bitcoin,2/23/2014,1,606.47,639.91,599.7,605.82,31434400,7534325867,0.1522,40.21
bitcoin,BTC,Bitcoin,2/24/2014,1,606.04,607.61,538.7,546.32,57893900,6796971990,0.1106,68.91
bitcoin,BTC,Bitcoin,2/25/2014,1,540.24,541.38,420.41,538.71,126314000,6704461434,0.9779,120.97
bitcoin,BTC,Bitcoin,2/26/2014,1,537.04,603.8,532.58,582.69,64642700,7254505067,0.7036,71.22
bitcoin,BTC,Bitcoin,2/27/2014,1,581.65,594.05,566.62,578.77,25540800,7208406719,0.4429,27.43
bitcoin,BTC,Bitcoin,2/28/2014,1,579.7,584.14,545.17,549.26,28076100,6843353924,0.105,38.97
bitcoin,BTC,Bitcoin,3/1/2014,1,549.92,573.38,539.29,565.61,18668100,7049084308,0.7721,34.09
bitcoin,BTC,Bitcoin,3/2/2014,1,567.23,570.48,553.27,559.79,7950760,6978524072,0.3788,17.21
bitcoin,BTC,Bitcoin,3/3/2014,1,562.56,702.91,560.52,667.76,96056896,8326933812,0.7531,142.39
bitcoin,BTC,Bitcoin,3/4/2014,1,668.24,696.22,655.68,666.78,55344600,8317230356,0.2738,40.54
bitcoin,BTC,Bitcoin,3/5/2014,1,666.24,674.28,646.28,665.51,22461900,8304000852,0.6868,28
bitcoin,BTC,Bitcoin,3/6/2014,1,664.52,669.77,649.79,663.86,16068100,8286267327,0.7042,19.98
bitcoin,BTC,Bitcoin,3/7/2014,1,664.31,665.34,616.35,629.15,34150800,7855629815,0.2613,48.99
bitcoin,BTC,Bitcoin,3/8/2014,1,629.66,635.14,604.46,617.45,18654200,7712151171,0.4234,30.68
bitcoin,BTC,Bitcoin,3/9/2014,1,616.31,643.95,612.35,636.96,15396500,7958687808,0.7788,31.6
bitcoin,BTC,Bitcoin,3/10/2014,1,636.33,644.76,615.02,627.79,20639800,7846433315,0.4294,29.74
bitcoin,BTC,Bitcoin,3/11/2014,1,627.95,638.42,618.84,634.11,11732500,7928102950,0.7799,19.58
bitcoin,BTC,Bitcoin,3/12/2014,1,631.91,648.03,629.51,632.1,18621200,7905832725,0.1398,18.52
bitcoin,BTC,Bitcoin,3/13/2014,1,633.62,644.2,630.85,638.14,11634900,7983960982,0.5461,13.35
bitcoin,BTC,Bitcoin,3/14/2014,1,638.14,639.53,627.21,628.8,11913800,7869180480,0.1291,12.32
bitcoin,BTC,Bitcoin,3/15/2014,1,629.37,639.14,627.3,636.12,4342080,7963443153,0.7449,11.84
bitcoin,BTC,Bitcoin,3/16/2014,1,636.5,637.52,628.11,631.11,5277290,7903422086,0.3188,9.41
bitcoin,BTC,Bitcoin,3/17/2014,1,630.92,632.68,616.85,622.37,14648200,7796513249,0.3487,15.83
bitcoin,BTC,Bitcoin,3/18/2014,1,621.84,622.39,603.8,614.83,24011500,7704183118,0.5933,18.59
bitcoin,BTC,Bitcoin,3/19/2014,1,613.9,622,609.1,609.89,14228900,7644702125,0.0612,12.9
bitcoin,BTC,Bitcoin,3/20/2014,1,609.74,609.74,587.49,588.77,20572900,7382675346,0.0575,22.25
bitcoin,BTC,Bitcoin,3/21/2014,1,588.29,604.59,561.81,571.49,38414100,7168656262,0.2263,42.78
bitcoin,BTC,Bitcoin,3/22/2014,1,571.18,572.55,554.39,565.04,17360700,7090150172,0.5865,18.16
bitcoin,BTC,Bitcoin,3/23/2014,1,565.76,570.24,560.88,561.27,9288400,7045871925,0.0417,9.36
bitcoin,BTC,Bitcoin,3/24/2014,1,562.51,586.56,551.77,583.41,22706900,7326517067,0.9095,34.79
bitcoin,BTC,Bitcoin,3/25/2014,1,585.03,585.44,572.6,583.92,14020100,7335179952,0.8816,12.84
bitcoin,BTC,Bitcoin,3/26/2014,1,583.48,590.03,570.96,580.83,16401100,7298672082,0.5176,19.07
